ID,Sentiment
1230,0
1231,1
1232,1
1233,1
1234,0
1235,0
1236,1
1237,1
1238,1
1239,0
1240,1
1241,0
1242,0
1243,0
1244,0
1245,1
1246,1
1247,1
1248,0
1249,0
1250,0
1251,0
1252,1
1253,1
1254,1
1255,0
1256,1
1257,0
1258,1
1259,1
1260,0
1261,1
1262,0
1263,1
1264,1
1265,1
1266,1
1267,1
1268,1
1269,0
1270,0
1271,0
1272,0
1273,1
1274,1
1275,0
1276,0
1277,0
1278,1
1279,0
1280,0
1281,1
1282,0
1283,1
1284,1
1285,1
1286,0
1287,0
1288,0
1289,1
1290,1
1291,0
1292,1
1293,1
1294,1
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,1
1304,0
1305,0
1306,0
1307,1
1308,0
1309,0
1310,1
1311,0
1312,1
1313,1
1314,1
1315,0
1316,1
1317,1
1318,0
1319,0
1320,0
1321,1
1322,1
1323,1
1324,0
1325,0
1326,0
1327,1
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,1
1335,0
1336,1
1337,0
1338,1
1339,0
1340,0
1341,0
1342,1
1343,0
1344,0
1345,1
1346,1
1347,0
1348,1
1349,0
1350,1
1351,1
1352,1
1353,0
1354,1
1355,0
1356,1
1357,1
1358,1
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,1
1366,1
1367,1
1368,0
1369,0
1370,0
1371,1
1372,0
1373,1
1374,1
1375,0
1376,1
1377,1
1378,1
1379,1
1380,0
1381,0
1382,0
1383,1
1384,1
1385,1
1386,0
1387,1
1388,0
1389,1
1390,1
1391,0
1392,0
1393,1
1394,0
1395,0
1396,1
1397,0
1398,0
1399,0
1400,0
1401,1
1402,0
1403,1
1404,1
1405,0
1406,0
1407,1
1408,0
1409,1
1410,0
1411,0
1412,1
1413,0
1414,0
1415,1
1416,1
1417,1
1418,1
1419,0
1420,0
1421,1
1422,0
1423,0
1424,0
1425,0
1426,0
1427,0
1428,1
1429,1
1430,1
1431,1
1432,1
1433,0
1434,1
1435,1
1436,0
1437,1
1438,0
1439,1
1440,0
1441,0
1442,1
1443,1
1444,1
1445,0
1446,1
1447,0
1448,0
1449,1
1450,1
1451,1
1452,1
1453,0
1454,0
1455,1
1456,0
1457,0
1458,1
1459,0
1460,0
1461,1
1462,1
1463,0
1464,0
1465,0
1466,0
1467,1
1468,0
1469,0
1470,0
1471,0
1472,1
1473,1
1474,1
1475,0
1476,0
1477,0
1478,1
1479,1
1480,1
1481,0
1482,0
1483,1
1484,0
1485,0
1486,0
1487,0
1488,1
1489,0
1490,1
1491,0
1492,0
1493,0
1494,1
1495,0
1496,1
1497,1
1498,1
1499,1
1500,1
1501,0
1502,1
1503,1
1504,0
1505,0
1506,0
1507,0
1508,0
1509,1
1510,1
1511,1
1512,0
1513,1
1514,1
1515,0
1516,1
1517,0
1518,1
1519,1
1520,0
1521,1
1522,0
1523,0
1524,0
1525,1
1526,0
1527,1
1528,0
1529,1
1530,0
1531,1
1532,0
1533,1
1534,1
1535,0
1536,1
1537,1
1538,1
1539,1
1540,1
1541,0
1542,0
1543,0
1544,0
1545,0
1546,0
1547,1
1548,1
1549,0
1550,0
1551,0
1552,0
1553,1
1554,0
1555,0
1556,1
1557,1
1558,0
1559,0
1560,1
1561,1
1562,1
1563,1
1564,1
1565,1
1566,1
1567,1
1568,0
1569,0
1570,0
1571,0
1572,1
1573,0
1574,1
1575,1
1576,0
1577,1
1578,1
1579,0
1580,1
1581,0
1582,1
1583,1
1584,0
1585,1
1586,0
1587,0
1588,1
1589,1
1590,1
1591,0
1592,0
1593,0
1594,1
1595,0
1596,0
1597,0
1598,0
1599,1
1600,1
1601,0
1602,0
1603,0
1604,0
1605,1
1606,0
1607,1
1608,0
1609,1
1610,1
1611,1
1612,0
1613,1
1614,0
1615,0
1616,1
1617,1
1618,1
1619,0
1620,0
1621,1
1622,1
1623,1
1624,0
1625,0
1626,0
1627,0
1628,0
1629,1
1630,1
1631,0
1632,0
1633,0
1634,1
1635,1
1636,0
1637,1
1638,1
1639,1
1640,1
1641,0
1642,0
1643,0
1644,0
1645,0
1646,0
1647,0
1648,0
1649,1
1650,1
1651,1
1652,1
1653,1
1654,1
1655,0
1656,0
1657,1
1658,1
1659,1
1660,1
1661,1
1662,0
1663,0
1664,1
1665,1
1666,0
1667,1
1668,1
1669,1
1670,0
1671,0
1672,1
1673,0
1674,1
1675,1
1676,0
1677,0
1678,0
1679,0
1680,1
1681,1
1682,1
1683,1
1684,1
1685,0
1686,0
1687,1
1688,1
1689,0
1690,1
1691,0
1692,0
1693,1
1694,1
1695,1
1696,1
1697,1
1698,1
1699,0
1700,1
1701,0
1702,0
1703,0
1704,1
1705,1
1706,1
1707,0
1708,0
1709,0
1710,1
1711,1
1712,1
1713,0
1714,0
1715,1
1716,1
1717,0
1718,0
1719,1
1720,0
1721,1
1722,0
1723,0
1724,0
1725,1
1726,0
1727,1
1728,1
1729,1
1730,0
1731,1
1732,0
1733,0
1734,1
1735,1
1736,0
1737,1
1738,1
1739,1
1740,1
1741,0
1742,0
1743,0
1744,1
1745,0
1746,1
1747,0
1748,0
1749,0
1750,0
1751,0
1752,0
1753,1
1754,0
1755,0
1756,0
1757,0
1758,0
1759,0
1760,1
1761,0
1762,1
1763,0
1764,0
1765,1
1766,1
1767,0
1768,0
1769,1
1770,0
1771,1
1772,0
1773,1
1774,0
1775,0
1776,0
1777,0
1778,1
1779,0
1780,0
1781,0
1782,1
1783,1
1784,0
1785,0
1786,0
1787,1
1788,0
1789,1
1790,0
1791,0
1792,1
1793,1
1794,1
1795,0
1796,1
1797,1
1798,0
1799,0
1800,1
1801,1
1802,1
1803,1
1804,1
1805,1
1806,0
1807,1
1808,1
1809,0
1810,1
1811,1
1812,0
1813,0
1814,1
1815,1
1816,1
1817,1
1818,1
1819,0
1820,1
1821,1
1822,1
1823,0
1824,1
1825,1
1826,0
1827,1
1828,0
1829,1
1830,0
1831,1
1832,0
1833,1
1834,1
1835,0
1836,0
1837,0
1838,1
1839,1
1840,1
1841,1
1842,1
1843,1
1844,1
1845,0
1846,1
1847,1
1848,1
1849,0
1850,1
1851,1
1852,1
1853,0
1854,1
1855,0
1856,1
1857,0
1858,1
1859,1
1860,0
1861,1
1862,0
1863,1
1864,0
1865,0
1866,1
1867,1
1868,1
1869,1
1870,1
1871,0
1872,1
1873,0
1874,1
1875,1
1876,0
1877,1
1878,1
1879,1
1880,1
1881,1
1882,0
1883,0
1884,0
1885,0
1886,1
1887,0
1888,0
1889,1
1890,0
1891,0
1892,0
1893,1
1894,1
1895,1
1896,1
1897,1
1898,0
1899,1
1900,0
1901,1
1902,0
1903,1
1904,0
1905,0
1906,1
1907,1
1908,1
1909,0
1910,0
1911,0
1912,1
1913,1
1914,1
1915,0
1916,0
1917,0
1918,1
1919,0
1920,0
1921,0
1922,1
1923,0
1924,0
1925,0
1926,0
1927,0
1928,0
1929,1
1930,1
1931,1
1932,1
1933,1
1934,0
1935,0
1936,0
1937,0
1938,0
1939,1
1940,0
1941,1
1942,0
1943,0
1944,1
1945,0
1946,1
1947,0
1948,1
1949,1
1950,0
1951,0
1952,1
1953,0
1954,0
1955,0
1956,0
1957,0
1958,0
1959,1
1960,1
1961,1
1962,0
1963,1
1964,0
1965,1
1966,0
1967,0
1968,1
1969,1
1970,1
1971,0
1972,0
1973,0
1974,0
1975,0
1976,1
1977,1
1978,1
1979,1
1980,1
1981,0
1982,1
1983,0
1984,1
1985,0
1986,0
1987,0
1988,0
1989,1
1990,1
1991,0
1992,0
1993,0
1994,1
1995,0
1996,0
1997,0
1998,1
1999,1
2000,1
2001,0
2002,1
2003,1
2004,1
2005,0
2006,1
2007,0
2008,1
2009,0
2010,0
2011,1
2012,1
2013,1
2014,1
2015,0
2016,0
2017,1
2018,0
2019,0
2020,0
2021,1
2022,1
2023,0
2024,0
2025,1
2026,0
2027,0
2028,0
2029,1
2030,1
2031,0
2032,0
2033,1
2034,1
2035,0
2036,0
2037,1
2038,1
2039,1
2040,0
2041,0
2042,1
2043,1
2044,0
2045,0
2046,1
2047,0
2048,0
2049,1
2050,1
2051,1
2052,0
2053,1
2054,1
2055,0
2056,0
2057,1
2058,1
2059,0
2060,1
2061,0
2062,1
2063,1
2064,1
2065,0
2066,0
2067,1
2068,1
2069,0
2070,1
2071,1
2072,0
2073,1
2074,1
2075,1
2076,1
2077,0
2078,0
2079,0
2080,1
2081,1
2082,1
2083,0
2084,0
2085,0
2086,0
2087,1
2088,0
2089,0
2090,1
2091,0
2092,0
2093,1
2094,1
2095,0
2096,1
2097,1
2098,1
2099,1
2100,1
2101,1
2102,1
2103,0
2104,1
2105,0
2106,1
2107,0
2108,0
2109,1
2110,1
2111,0
2112,0
2113,0
2114,1
2115,0
2116,1
2117,1
2118,0
2119,1
2120,0
2121,1
2122,0
2123,0
2124,0
2125,0
2126,1
2127,0
2128,1
2129,1
2130,0
2131,1
2132,0
2133,0
2134,1
2135,0
2136,1
2137,1
2138,1
2139,0
2140,0
2141,0
2142,1
2143,0
2144,1
2145,0
2146,0
2147,1
2148,0
2149,0
2150,1
2151,0
2152,1
2153,0
2154,0
2155,0
2156,1
2157,0
2158,0
2159,0
2160,0
2161,1
2162,1
2163,1
2164,0
2165,1
2166,0
2167,0
2168,0
2169,0
2170,1
2171,0
2172,1
2173,0
2174,1
2175,1
2176,0
2177,0
2178,0
2179,1
2180,0
2181,1
2182,1
2183,1
2184,1
2185,0
2186,0
2187,1
2188,1
2189,1
2190,0
2191,1
2192,0
2193,0
2194,0
2195,0
2196,0
2197,0
2198,0
2199,0
2200,0
2201,1
2202,0
2203,0
2204,1
2205,0
2206,1
2207,1
2208,0
2209,1
2210,1
2211,0
2212,1
2213,1
2214,0
2215,1
2216,0
2217,1
2218,0
2219,0
2220,1
2221,1
2222,1
2223,0
2224,0
2225,1
2226,0
2227,1
2228,0
2229,1
2230,0
2231,0
2232,1
2233,0
2234,1
2235,0
2236,1
2237,0
2238,1
2239,0
2240,0
2241,1
2242,1
2243,1
2244,0
2245,0
2246,0
2247,0
2248,0
2249,0
2250,0
2251,1
2252,1
2253,1
2254,1
2255,1
2256,0
2257,0
2258,0
2259,1
2260,0
2261,0
2262,0
2263,1
2264,0
2265,1
2266,0
2267,1
2268,1
2269,1
2270,0
2271,0
2272,0
2273,1
2274,0
2275,0
2276,1
2277,0
2278,1
2279,0
2280,1
2281,0
2282,0
2283,1
2284,0
2285,0
2286,0
2287,0
2288,1
2289,1
2290,1
2291,0
2292,0
2293,1
2294,0
2295,1
2296,1
2297,0
2298,0
2299,1
2300,1
2301,0
2302,1
2303,0
2304,1
2305,0
2306,0
2307,1
2308,0
2309,1
2310,0
2311,1
2312,1
2313,0
2314,0
2315,0
2316,1
2317,1
2318,1
2319,1
2320,1
2321,1
2322,1
2323,0
2324,1
2325,0
2326,1
2327,0
2328,0
2329,0
2330,1
2331,0
2332,0
2333,1
2334,0
2335,1
2336,1
2337,1
2338,1
2339,1
2340,0
2341,1
2342,1
2343,0
2344,0
2345,0
2346,0
2347,1
2348,0
2349,0
2350,1
2351,0
2352,0
2353,1
2354,0
2355,1
2356,0
2357,1
2358,1
2359,1
2360,0
2361,1
2362,1
2363,1
2364,0
2365,0
2366,1
2367,1
2368,0
2369,1
2370,1
2371,0
2372,0
2373,0
2374,1
2375,0
2376,1
2377,1
2378,1
2379,1
2380,1
2381,1
2382,0
2383,1
2384,0
2385,0
2386,1
2387,0
2388,0
2389,0
2390,1
2391,1
2392,0
2393,0
2394,0
2395,1
2396,1
2397,0
2398,0
2399,0
2400,0
2401,1
2402,0
2403,0
2404,1
2405,1
2406,0
2407,0
2408,0
2409,1
2410,1
2411,1
2412,0
2413,1
2414,0
2415,0
2416,1
2417,1
2418,0
2419,0
2420,1
2421,0
2422,0
2423,0
2424,0
2425,0
2426,1
2427,1
2428,1
2429,1
2430,0
2431,1
2432,1
2433,1
2434,0
2435,1
2436,0
2437,0
2438,0
2439,0
2440,0
2441,1
2442,1
2443,1
2444,0
2445,1
2446,0
2447,1
2448,1
2449,1
2450,0
2451,0
2452,0
2453,1
2454,1
2455,1
2456,0
2457,1
2458,0
2459,1
2460,0
2461,1
2462,0
2463,0
2464,0
2465,0
2466,0
2467,0
2468,0
2469,1
2470,0
2471,0
2472,0
2473,0
2474,1
2475,1
2476,1
2477,1
2478,0
2479,1
2480,1
2481,0
2482,0
2483,1
2484,1
2485,1
2486,1
2487,1
2488,1
2489,0
2490,0
2491,1
2492,0
2493,1
2494,0
2495,0
2496,1
2497,1
2498,1
2499,1
2500,1
2501,1
2502,0
2503,0
2504,1
2505,1
2506,1
2507,0
2508,1
2509,0
2510,1
2511,0
2512,0
2513,1
2514,1
2515,1
2516,1
2517,1
2518,1
2519,0
2520,1
2521,1
2522,1
2523,1
2524,1
2525,0
2526,1
2527,0
2528,0
2529,1
2530,1
2531,1
2532,1
2533,0
2534,0
2535,0
2536,0
2537,1
2538,1
2539,0
2540,1
2541,0
2542,0
2543,1
2544,1
2545,0
2546,1
2547,0
2548,0
2549,1
2550,1
2551,1
2552,1
2553,1
2554,1
2555,0
2556,0
2557,0
2558,1
2559,1
2560,1
2561,0
2562,1
2563,1
2564,1
2565,0
2566,1
2567,1
2568,1
2569,0
2570,0
2571,0
2572,0
2573,0
2574,1
2575,0
2576,1
2577,1
2578,0
2579,1
2580,1
2581,1
2582,0
2583,0
2584,0
2585,0
2586,0
2587,0
2588,1
2589,0
2590,0
2591,1
2592,1
2593,1
2594,1
2595,0
2596,0
2597,1
2598,0
2599,1
2600,1
2601,0
2602,0
2603,1
2604,1
2605,0
2606,1
2607,0
2608,0
2609,1
2610,1
2611,0
2612,1
2613,1
2614,0
2615,1
2616,1
2617,0
2618,0
2619,0
2620,1
2621,1
2622,0
2623,0
2624,1
2625,1
2626,1
2627,0
2628,0
2629,0
2630,1
2631,0
2632,1
2633,1
2634,0
2635,0
2636,0
2637,1
2638,0
2639,0
2640,1
2641,0
2642,1
2643,0
2644,1
2645,1
2646,1
2647,0
2648,1
2649,0
2650,1
2651,1
2652,1
2653,0
2654,0
2655,0
2656,1
2657,0
2658,1
2659,1
2660,0
2661,1
2662,1
2663,1
2664,1
2665,1
2666,0
2667,1
2668,0
2669,0
2670,0
2671,1
2672,0
2673,1
2674,1
2675,1
2676,1
2677,0
2678,1
2679,0
2680,1
2681,0
2682,1
2683,1
2684,1
2685,0
2686,0
2687,0
2688,1
2689,1
2690,1
2691,1
2692,1
2693,1
2694,1
2695,1
2696,0
2697,1
2698,0
2699,1
2700,1
2701,1
2702,1
2703,0
2704,1
2705,1
2706,1
2707,0
2708,0
2709,1
2710,0
2711,0
2712,1
2713,1
2714,1
2715,0
2716,1
2717,0
2718,1
2719,1
2720,0
2721,1
2722,0
2723,0
2724,1
2725,1
2726,0
2727,0
2728,1
2729,1
2730,0
2731,1
2732,1
2733,1
2734,1
2735,0
2736,1
2737,1
2738,0
2739,1
2740,1
2741,1
2742,1
2743,1
2744,1
2745,0
2746,0
2747,1
2748,1
2749,0
2750,0
2751,1
2752,0
2753,1
2754,0
2755,0
2756,0
2757,1
2758,1
2759,1
2760,0
2761,0
2762,1
2763,0
2764,0
2765,0
2766,0
2767,1
2768,1
2769,1
2770,1
2771,0
2772,0
2773,1
2774,1
2775,1
2776,0
2777,1
2778,0
2779,1
2780,1
2781,0
2782,0
2783,0
2784,1
2785,0
2786,0
2787,1
2788,0
2789,1
2790,1
2791,1
2792,0
2793,0
2794,0
2795,0
2796,1
2797,1
2798,1
2799,0
2800,0
2801,1
2802,0
2803,1
2804,0
2805,1
2806,0
2807,0
2808,0
2809,0
2810,0
2811,1
2812,0
2813,1
2814,0
2815,1
2816,1
2817,1
2818,0
2819,0
2820,0
2821,0
2822,1
2823,1
2824,1
2825,0
2826,1
2827,0
2828,1
2829,0
2830,0
2831,0
2832,1
2833,0
2834,0
2835,1
2836,0
2837,0
2838,1
2839,0
2840,0
2841,1
2842,0
2843,1
2844,1
2845,0
2846,0
2847,0
2848,1
2849,0
2850,0
2851,1
2852,1
2853,0
2854,0
2855,1
2856,0
2857,0
2858,0
2859,1
2860,0
2861,0
2862,0
2863,1
2864,1
2865,0
2866,0
2867,0
2868,1
2869,1
2870,0
2871,1
2872,0
2873,1
2874,0
2875,1
2876,0
2877,1
2878,0
2879,0
2880,0
2881,1
2882,1
2883,0
2884,1
2885,0
2886,1
2887,1
2888,0
2889,1
2890,1
2891,1
2892,1
2893,0
2894,0
2895,1
2896,0
2897,1
2898,0
2899,0
2900,0
2901,1
2902,0
2903,1
2904,0
2905,0
2906,0
2907,1
2908,0
2909,1
2910,0
2911,1
2912,1
2913,1
2914,0
2915,1
2916,0
2917,0
2918,0
2919,1
2920,0
2921,1
2922,0
2923,0
2924,0
2925,1
2926,1
2927,1
2928,0
2929,0
2930,1
2931,1
2932,1
2933,0
2934,0
2935,1
2936,0
2937,0
2938,1
2939,1
2940,0
2941,1
2942,1
2943,0
2944,0
2945,0
2946,0
2947,0
2948,1
2949,0
2950,1
2951,1
2952,0
2953,1
2954,1
2955,1
2956,0
2957,1
2958,1
2959,1
2960,1
2961,1
2962,1
2963,1
2964,0
2965,0
2966,0
2967,1
2968,1
2969,0
2970,1
2971,0
2972,0
2973,1
2974,0
2975,1
2976,0
2977,0
2978,0
2979,0
2980,1
2981,1
2982,1
2983,0
2984,1
2985,1
2986,1
2987,0
2988,1
2989,1
2990,0
2991,0
2992,1
2993,0
2994,1
2995,0
